accessToSubscriberContent | Offset: 8377CC60
vehSubmarineControls | Offset: 8377F108

vehSubmarineForwardDampening | Offset: 8377EB74

vehSubmarineFwdCollMaxAccel | Offset: 8377F36C

vehSubmarineFwdCollMaxAngAccel | Offset: 8377F328

vehSubmarineFwdProbeTime | Offset: 8377F25C

vehSubmarineHorizControlGamma | Offset: 8377F3F4

vehSubmarineInvertUpDown | Offset: 8377F14C

vehSubmarineLateralDampening | Offset: 8377EBB8

vehSubmarineMaxDownPitch | Offset: 8377EC40

vehSubmarineMaxForwardAccel | Offset: 8377ECC8

vehSubmarineMaxForwardPitchAccel | Offset: 8377EF2C

vehSubmarineMaxForwardVel | Offset: 8377ED94

vehSubmarineMaxForwardYawAccel | Offset: 8377EF70

vehSubmarineMaxFwdVelRef | Offset: 8377F3B0

vehSubmarineMaxLateralVel | Offset: 8377EE1C

vehSubmarineMaxNegativeBuoyancy | Offset: 8377EEA4

vehSubmarineMaxPositiveBuoyancy | Offset: 8377EE60

vehSubmarineMaxReverseAccel | Offset: 8377ED0C

vehSubmarineMaxReversePitchAccel | Offset: 8377EFB4

vehSubmarineMaxReverseVel | Offset: 8377EDD8

vehSubmarineMaxReverseYawAccel | Offset: 8377EFF8

vehSubmarineMaxRoll | Offset: 8377EC84

vehSubmarineMaxRollAccel | Offset: 8377F0C4

vehSubmarineMaxStoppedPitchAccel | Offset: 8377F03C

vehSubmarineMaxStoppedYawAccel | Offset: 8377F080

vehSubmarineMaxUpPitch | Offset: 8377EBFC

vehSubmarineMinForwardVel | Offset: 8377ED50

vehSubmarineMinVelNoRestore | Offset: 8377EB30

vehSubmarinePitchDampening | Offset: 8377EA20

vehSubmarinePitchRestore | Offset: 8377EAA8

vehSubmarineRollDampening | Offset: 8377EA64

vehSubmarineRollDrivenYaw | Offset: 8377F4C0

vehSubmarineRollRestore | Offset: 8377EAEC

vehSubmarineSideCollMaxAccel | Offset: 8377F2E4

vehSubmarineSideCollMaxAngAccel | Offset: 8377F2A0

vehSubmarineSideProbeMaxDist | Offset: 8377F218

vehSubmarineSideProbeMinDist | Offset: 8377F1D4

vehSubmarineStoppedVel | Offset: 8377EEE8

vehSubmarineVertControlGamma | Offset: 8377F438

vehSubmarineYawDampening | Offset: 8377E9DC

vehUGVPitchTrack | Offset: 8377F548

vehUGVRollTrack | Offset: 8377F58C

vehUGVWheelInfluence | Offset: 8377F504

version | Offset: 8376E6E0

viewangNow | Offset: 83773A8C

viewModelDebugNotetracks | Offset: 8377683C

viewModelHacks | Offset: 837767F8

viewposNow | Offset: 83773A48

waypointDebugDraw | Offset: 83775890

waypointDistScaleRangeMax | Offset: 83775C04

waypointDistScaleRangeMin | Offset: 83775BC0

waypointDistScaleSmallest | Offset: 83775C48

waypointIconHeight | Offset: 83766A90

waypointIconWidth | Offset: 83766AD4

waypointOffscreenCornerRadius | Offset: 83775AF4

waypointOffscreenDistanceThresholdAlpha | Offset: 8377595C

waypointOffscreenPadBottom | Offset: 83775A6C

waypointOffscreenPadLeft | Offset: 837759A0

waypointOffscreenPadRight | Offset: 837759E4

waypointOffscreenPadTop | Offset: 83775A28

waypointOffscreenPointerDistance | Offset: 83766B18

waypointOffscreenPointerHeight | Offset: 83775918

waypointOffscreenPointerWidth | Offset: 837758D4

waypointOffscreenRoundedCorners | Offset: 83775AB0

waypointOffscreenScaleLength | Offset: 83775B38

waypointOffscreenScaleSmallest | Offset: 83775B7C

waypointPlayerOffsetCrouch | Offset: 83775D9C

waypointPlayerOffsetProne | Offset: 83775D58

waypointPlayerOffsetStand | Offset: 83775DE0

waypointSplitscreenScale | Offset: 83775C8C

waypointTweakY | Offset: 83775CD0

wideScreen | Offset: 83761E98

xblive_hostingprivateparty | Offset: 8376D008

xblive_loggedin | Offset: 8376CE70

xblive_mappacks | Offset: 8376D090

xblive_privatematch | Offset: 8376D04C

xenon_maxVoicePacketsPerSec | Offset: 8376CEB4

xenon_maxVoicePacketsPerSecForServer | Offset: 8376CEF8

xenon_presence_cooloff_timer | Offset: 8376D0D4

xenon_presence_initial_timer | Offset: 8376D118

xenonGame | Offset: 83761B68

cg_drawSpectatorMessages | Offset: 837805C0

ui_altscene | Offset: 83780604

ui_adrenaline | Offset: 83780648

ui_promotion | Offset: 8378068C

player_summary_xp | Offset: 837806D0

player_summary_score | Offset: 83780714

player_summary_challenge | Offset: 83780758

player_summary_match | Offset: 8378079C

player_summary_misc | Offset: 837807E0

ui_saved_focus_changeclass | Offset: 83780824

scr_objectiveText | Offset: 83780868
